gamma	-42.7174	3.28044	-398	940.845
gamma	6.26041	4.23575	-398	1000
gamma	-15.5757	9.32025	-398	1000
gamma	18.4589	11.9193	-398	1000
gamma	20.1181	6.17743	-398	1000
gamma	174.875	4.18743	-398	948.548
gamma	-13.3042	24.9824	-398	1000
gamma	8.0337	-14.4801	-398	1000
gamma	8.37295	4.35823	-398	1000
gamma	5.35897	-9.09762	-398.856	559.859
gamma	5.41116	-8.46732	-398.37	0
gamma	2.20794	-2.46365	-398	1000
gamma	-16.6542	11.1543	-400.291	277.614
gamma	-15.1612	9.44967	-401.001	244.542
gamma	-15.203	8.50221	-401.377	0
gamma	2.04378	8.06266	-398	1000
gamma	-7.99787	-10.3198	-398	1000
gamma	7.11244	-2.15383	-398	1000
gamma	14.3316	-12.0028	-398	1000
gamma	14.1818	4.38215	-398	1000
gamma	3.20706	1.48936	-398	1000
gamma	15.6451	-3.45499	-398	1000
gamma	-9.68767	16.8144	-398	1000
gamma	-8.80538	7.47275	-398.878	0
gamma	-11.0993	-1.72799	-398	1000
gamma	6.61468	-8.90685	-398	1000
gamma	8.30867	6.41808	-398	1000
gamma	18.7289	-3.56776	-400.607	0
gamma	-12.5331	-10.2768	-398	1000
gamma	-14.6726	8.54152	-398	1000
gamma	-29.1675	73.0059	-398	960.591
gamma	-3.94154	-9.36252	-398	1000
gamma	-1.0663	-8.46302	-400.969	812.03
gamma	-1.04143	-6.92841	-398	812.03
gamma	-1.33587	-0.219784	-398.299	776.823
gamma	-1.51673	-0.252649	-398	776.823
gamma	14.5589	4.06444	-398.437	458.951
gamma	14.0608	3.24501	-398	458.951
gamma	-8.11426	6.11931	-398	1000
gamma	-1.27147	5.28449	-398	1000
gamma	-1.80521	-0.0642674	-398	1000
gamma	18.7104	0.877627	-398.683	0
gamma	18.5475	1.23075	-398.605	169.436
gamma	18.5415	1.23964	-398.626	0
gamma	-0.447509	2.28771	-398	1000
gamma	70.9577	-9.29526	-398	1000
gamma	12.5872	4.09964	-401.259	0
gamma	14.3081	5.91299	-398	1000
gamma	-0.266031	10.5713	-398	1000
gamma	16.1084	7.96305	-398	1000
gamma	15.3869	-4.77125	-398	1000
gamma	-9.33966	-12.052	-398	1000
gamma	11.0374	5.42812	-400.125	308.409
gamma	9.95179	5.43424	-400.264	0
gamma	-150.56	71.2625	-398	892.465
gamma	12.5198	1.93361	-398	1000
gamma	23.7355	-12.0175	-398	1000
gamma	-16.607	1.95345	-398.824	747.234
gamma	-16.2286	1.57669	-398	747.234
gamma	17.4689	-6.02188	-398	1000
gamma	-0.959473	11.8647	-398	1000
gamma	-17.2745	10.2232	-398	1000
gamma	9.4543	-4.31716	-399.024	0
gamma	212.222	13.019	-398	825.677
gamma	1.65705	0.0724009	-398.461	0
gamma	-1.47617	2.52955	-398	1000
gamma	-127.973	-15.304	-400.796	616.375
gamma	-127.405	-17.3111	-398	616.375
gamma	-8.69508	0.237119	-398	1000
gamma	23.0555	3.55497	-398.309	460.471
gamma	23.2211	4.26866	-398	460.471
gamma	5.58824	-0.611789	-398	1000
gamma	60.6271	50.2774	-398	942.578
gamma	-67.9591	-63.4791	-401.999	721.911
gamma	-70.8297	-63.6719	-398.307	0
gamma	5.17969	4.5123	-398	1000
gamma	-12.7128	-8.76752	-398	1000
gamma	-4.99663	-8.33724	-398	1000
gamma	12.2336	8.07067	-398	1000
gamma	-14.2379	0.943691	-398.969	896.847
gamma	-14.3624	0.611966	-398	896.847
gamma	6.58664	8.62115	-400.107	0
gamma	-12.744	-5.34751	-398	1000
gamma	10.2592	10.8887	-398	1000
gamma	-78.7979	-52.9599	-399.377	0
gamma	-14.5869	4.29831	-398	1000
gamma	99.2039	6.35354	-399.562	230.863
gamma	98.0082	3.78214	-402	230.863
gamma	-3.45611	12.434	-398	1000
gamma	-51.8046	-18.0204	-398	968.242
gamma	-11.3261	-2.0499	-398	1000
gamma	14.8862	10.0835	-398	1000
gamma	8.59586	-50.1129	-399.886	0
gamma	-6.14128	6.12142	-398	1000
gamma	13.0936	-11.0714	-398	1000
gamma	13.4579	-0.123586	-398	1000
gamma	13.2566	4.16215	-398	1000
gamma	150.639	86.5206	-398	622.307
gamma	10.2021	-4.118	-398	1000
gamma	-9.66887	12.5562	-400.311	375.988
gamma	-7.87632	19.584	-399.317	0
gamma	-8.51388	9.47571	-398	1000
gamma	162.47	191.748	-398.005	0
gamma	17.6072	-16.0915	-401.449	541.008
gamma	19.5459	-15.3362	-400.071	0
gamma	-27.5993	59.1353	-398	966.013
gamma	-15.372	6.83288	-398	1000
gamma	14.8565	-13.2048	-398	1000
gamma	9.55109	-8.57933	-398	1000
gamma	50.6372	-6.76052	-398	1000
gamma	-6.88757	-8.23695	-398.958	508.607
gamma	-8.16826	-7.22293	-398	508.607
gamma	9.57285	-8.47323	-398	1000
gamma	12.4519	-11.8467	-398	1000
gamma	-823.142	740.285	-399.971	0
gamma	11.2083	-4.53199	-398	1000
gamma	13.5855	6.5686	-398	1000
gamma	7.36998	-1.28659	-398	1000
gamma	-12.1709	-12.1474	-398	1000
gamma	-4.78692	7.74453	-398	1000
gamma	16.1135	6.64335	-400.511	407.973
gamma	17.0673	7.30729	-400.236	180.221
gamma	17.0044	7.04618	-400.124	0
gamma	4.39187	7.28855	-398	1000
gamma	-2.39736	3.80351	-399.971	0
gamma	5.85988	-10.4972	-400.365	273.644
gamma	4.74014	-10.551	-400.782	0
gamma	-3.87305	-1.02536	-400.802	287.571
gamma	-6.56846	-1.75777	-401.593	0
gamma	9.07837	-2.44016	-399.693	0
gamma	4.9758	2.44417	-398	1000
gamma	-9.56647	-5.3552	-398	1000
gamma	-12.4258	-7.1607	-398.829	326.913
gamma	-12.4134	-7.10595	-398.831	144.703
gamma	-12.4433	-7.65573	-398.915	0
gamma	9.52259	-6.53951	-398	1000
gamma	-0.699716	-1.55062	-398	1000
gamma	18.0835	-0.770181	-398	1000
gamma	-11.0628	6.01079	-399.303	0
gamma	-13.389	3.60002	-398.563	0
gamma	-8.39111	2.37209	-400.065	0
gamma	-7.84727	1.60735	-398.852	0
gamma	126.053	-4.45358	-401.899	0
gamma	126.118	-4.36001	-401.863	0
gamma	-13.8143	-8.86531	-398	1000
gamma	251.309	133.255	-398	723.878
gamma	425.729	38.1567	-401.224	0
gamma	-6.3197	-6.43448	-398	1000
gamma	5.36589	-8.11448	-398	1000
gamma	-15.4046	-2.22688	-398	1000
gamma	-14.3131	-9.91687	-398	1000
gamma	-17.083	-2.08939	-400.823	720.975
gamma	-19.0806	-1.14716	-398	720.975
gamma	6.33733	-2.6828	-399.853	929.043
gamma	5.8395	-2.56857	-398	929.043
gamma	13.0527	11.6854	-401.265	0
gamma	1.10791	4.59859	-398	1000
gamma	-40.6027	-237.029	-398	873.922
gamma	20.4733	5.97545	-398	1000
gamma	5.23005	-8.17667	-398	1000
gamma	12.6833	-14.3961	-398	1000
gamma	-6.97339	-6.02118	-398	1000
gamma	15.4078	-0.387226	-401.18	351.683
gamma	13.9459	-0.331162	-401.057	0
gamma	730.46	-514.407	-401.019	0
gamma	-30.5194	24.3552	-400.905	190.552
gamma	-30.5254	24.3198	-401.097	0
gamma	76.6069	83.6865	-398	921.221
gamma	-547.783	-86.414	-401.474	0
gamma	0.515097	10.5137	-398	1000
gamma	10.6504	4.8926	-398	1000
gamma	37.1811	-10.2086	-400.434	305.735
gamma	37.2618	-9.42314	-400.554	190.095
gamma	39.224	-9.66887	-400.623	0
gamma	8.36216	-1.35377	-398	1000
gamma	-16.1069	8.68811	-398	1000
gamma	16.8529	-11.0212	-399.533	420.248
gamma	15.3159	-12.8319	-398.789	315.965
gamma	15.258	-13.0376	-398.252	0
gamma	2.55097	-9.29793	-398	1000
gamma	16.7364	0.0941071	-401.49	887.717
gamma	15.5886	0.492905	-398	887.717
gamma	-9.6206	-0.807936	-398.158	811.322
gamma	-9.56157	-0.865928	-398	811.322
gamma	-3.01808	7.1927	-398	1000
gamma	-17.1379	8.46875	-398	1000
gamma	-15.0695	6.99989	-398	1000
gamma	-29.3101	-309.926	-398.967	196.423
gamma	-29.3	-310.465	-398	196.423
gamma	1.77995	7.29397	-398	1000
gamma	2.07436	-12.4798	-398	1000
gamma	10.2812	-6.00589	-401.803	0
gamma	10.3274	-5.70907	-402	186.409
gamma	-0.802813	-1.70509	-398	1000
gamma	7.23967	6.00278	-400.982	0
gamma	7.04263	6.08674	-401.146	0
gamma	-16.7322	4.23069	-399.544	0
gamma	-5.31444	-1.93934	-398	1000
gamma	1.53318	3.00333	-398	1000
gamma	830.22	113.817	-400.085	220.685
gamma	830.257	113.934	-400.506	202.484
gamma	830.327	113.827	-400.777	0
gamma	14.5763	2.92962	-398	1000
gamma	4.43181	3.52136	-401.052	228.677
gamma	4.42492	3.60108	-401.137	0
gamma	-4.84134	12.6705	-398	1000
gamma	-9.67236	14.2501	-398	1000
gamma	-21.6303	4.01563	-398	1000
gamma	1.13052	-4.23953	-398	1000
gamma	-7.60006	-7.57713	-398	1000
gamma	8.67657	-13.4467	-398	1000
gamma	9.45128	12.0855	-398	1000
gamma	-14.4519	-8.32323	-398	1000
gamma	10.9479	-1.9126	-398	1000
gamma	-49.2221	52.125	-398	581.886
gamma	-0.11969	9.31738	-399.246	279.591
gamma	-0.164105	9.26027	-399.269	0
gamma	10.9728	-1.79477	-401.988	0
gamma	3.42064	11.488	-398	1000
gamma	10.586	-10.4344	-398	1000
gamma	7.40672	-10.7703	-398	1000
gamma	-14.3282	-18.3465	-401.686	365.215
gamma	-11.3151	-19.4906	-401.286	0
gamma	-5.86566	-9.01449	-398	1000
gamma	19.7108	12.9113	-399.048	504.288
gamma	18.085	13.504	-398	504.288
gamma	-204.161	74.9187	-398.721	0
gamma	-8.72539	-0.0638426	-398.423	958.394
gamma	-8.66274	-0.00515876	-398	958.394
gamma	-10.4569	6.70595	-398	1000
gamma	-1.41155	0.276339	-401.192	204.625
gamma	-1.34306	0.291101	-401.604	0
gamma	-8.76954	3.29916	-398	1000
gamma	-21.1655	6.84702	-398	1000
gamma	11.523	11.836	-401.034	433.113
gamma	15.5671	4.44783	-398	433.113
gamma	173.899	-311.61	-399.01	0
gamma	18.7717	0.767759	-398	1000
gamma	14.976	3.94999	-400.254	501.947
gamma	18.7311	2.14387	-398	501.947
gamma	73.4697	-53.5581	-398.379	0
gamma	15.7905	10.3573	-398	1000
gamma	-1.27048	6.37039	-398	1000
gamma	17.009	7.72037	-398	1000
gamma	3.28941	4.13892	-398	1000
gamma	6.0451	-7.08671	-399.706	0
gamma	259.019	-151.139	-400.351	604.254
gamma	259.255	-152.051	-398	604.254
gamma	12.6327	-9.99787	-398	1000
gamma	-84.1748	-217.423	-398.257	0
gamma	136.396	-0.104308	-398	1000
gamma	11.8956	-10.5487	-398	1000
gamma	0.803775	-1.09477	-400.627	0
gamma	0.510853	-2.68389	-402	462.195
gamma	-18.4234	11.8201	-398	1000
gamma	-11.4332	-94.7299	-399.032	741.195
gamma	-10.8232	-95.3289	-398	741.195
gamma	106.805	-179.241	-398	840.006
gamma	15.973	-4.99257	-398.832	244.624
gamma	15.9957	-5.05134	-398.878	221.808
gamma	16.2894	-5.55838	-398.868	0
gamma	6.44371	5.77628	-398	1000
gamma	18.994	8.43017	-400.476	883.48
gamma	19.4388	7.79647	-398.506	265.62
gamma	18.4638	8.92745	-398.476	0
gamma	20.3458	7.24801	-398.568	0
gamma	-46.4368	165.195	-399.994	576.039
gamma	-47.6038	164.524	-398	576.039
gamma	0.929274	-10.1221	-398	1000
gamma	-3.06137	12.5504	-398	1000
gamma	-5.83297	7.59684	-401.069	886.636
gamma	-6.13908	8.777	-398	886.636
gamma	12.9608	0.142206	-398	1000
gamma	19.0858	0.273164	-398	1000
gamma	-7.26989	7.7894	-398	1000
gamma	20.6446	79.4764	-399.547	191.391
gamma	21.234	79.376	-400.158	0
gamma	3.78025	12.2605	-398	1000
gamma	3.36521	1.89556	-401.913	812.139
gamma	2.05249	0.439894	-398.194	0
gamma	-8.74395	-9.04256	-398	1000
gamma	14.7741	1.06007	-399.55	731.18
gamma	14.5063	1.58872	-398.708	675.441
gamma	14.5232	1.86414	-398	675.441
gamma	0.434534	2.23242	-398.958	476.108
gamma	-0.559035	1.6178	-398.385	0
gamma	-13.1262	-12.2127	-398	1000
gamma	-1.4737	8.0585	-398.251	0
gamma	-13.8825	3.94801	-400.636	727.346
gamma	-15.8575	4.36236	-398	727.346
gamma	-13.5612	-4.52197	-401.218	637.391
gamma	-13.7605	-1.37022	-398	637.391
gamma	-4.09584	12.2298	-398.376	212.867
gamma	-5.92078	11.9944	-402	212.867
gamma	0.522558	-6.10092	-398	1000
gamma	10.7292	14.1915	-398	1000
gamma	14.7867	7.03937	-398	1000
gamma	-15.977	8.23849	-398.868	597.188
gamma	-15.6472	9.19083	-398	597.188
gamma	4.72609	1.90092	-398	1000
gamma	11.8232	8.80939	-398	1000
gamma	15.6947	-1.37992	-401.414	259.858
gamma	15.3485	-1.98477	-401.761	0
gamma	2.75389	12.0815	-398	1000
gamma	17.8417	4.42548	-401.113	321.878
gamma	16.792	6.22958	-401.256	0
gamma	10.8826	6.25343	-401.216	0
gamma	252.053	-449.015	-398	555.346
gamma	-1.19653	-4.99548	-401.567	221.592
gamma	-0.961226	-5.17916	-401.961	0
gamma	-1.2611	-5.09305	-401.451	0
gamma	10.7778	0.0940822	-401.255	0
gamma	-3.87828	-3.75411	-398	1000
gamma	9.35062	-0.459205	-398.892	559.736
gamma	9.00115	-0.393949	-398.618	0
gamma	-10.0499	66.8086	-398	1000
gamma	20.693	-3.74439	-398	1000
gamma	17.189	-3.62129	-398	1000
gamma	13.936	0.0451481	-398.931	0
gamma	-1.7926	-7.8893	-398	1000
gamma	17.3734	-2.24913	-401.952	873.457
gamma	17.3471	-2.1087	-401.592	873.365
gamma	17.1268	-0.69743	-398	873.365
gamma	4.03041	11.4931	-398.231	653.24
gamma	3.95249	11.7027	-398	653.24
gamma	6.75438	150.488	-398.963	0
gamma	-10.6949	4.30399	-398	1000
gamma	-17.4402	-10.9611	-398	1000
gamma	16.7976	-0.551795	-400.263	238.771
gamma	17.9825	1.15803	-402	238.771
gamma	-8.37187	-2.56411	-401.017	448.791
gamma	-12.0528	-3.15953	-399.583	281.64
gamma	-12.024	-3.0175	-398.138	0
gamma	-4.04474	-6.40336	-398	1000
gamma	-116.195	131.039	-398	847.239
gamma	-305.071	256.089	-398.057	0
gamma	17.8162	-7.34574	-398	1000
gamma	4.25572	-0.794498	-398	1000
gamma	5.00052	0.711365	-398.163	525.004
gamma	5.23509	0.599511	-398	525.004
gamma	-5.78263	7.81475	-401.197	0
gamma	-15.6106	-8.10152	-398	1000
gamma	-17.9531	8.55273	-398	1000
gamma	-3.44908	10.1174	-398	1000
gamma	309.896	-111.552	-401.205	526.494
gamma	309.324	-112.233	-398	526.494
gamma	-4.87895	12.5942	-398	1000
gamma	-79.5768	-12.6235	-398	1000
gamma	-13.5794	-10.0387	-398	1000
gamma	60.1188	-5.19467	-401.839	211.119
gamma	60.1242	-5.19373	-401.855	0
gamma	-379.773	50.6075	-398.146	0
gamma	4.36203	-1.03201	-398	1000
gamma	-0.950192	-2.91589	-398	1000
gamma	2.10733	-4.9272	-398	1000
gamma	-65.7184	-8.4049	-398	1000
gamma	2.30587	12.6216	-398	1000
gamma	4.8543	7.79268	-398	1000
gamma	-14.8257	-7.7828	-398	1000
gamma	-553.64	86.2699	-401.889	0
gamma	17.9387	10.8898	-401.024	895.242
gamma	18.7642	10.1278	-398	895.242
gamma	-147.063	149.816	-398.516	0
gamma	-9.27621	9.03488	-400.67	869.284
gamma	-9.87058	10.0515	-398	869.284
gamma	21.5782	3.63259	-398	1000
gamma	357.488	318.391	-398.481	0
gamma	-11.5702	-5.14584	-398	1000
gamma	-17.96	3.93369	-401.862	0
gamma	1.54524	-8.85271	-398	1000
gamma	-13.6401	9.81935	-398	1000
gamma	14.9075	-11.3804	-398	1000
gamma	-9.45064	10.9948	-401.765	927.94
gamma	-10.4961	10.5857	-398	927.94
gamma	-2.93518	2.02493	-398	1000
gamma	18.8826	5.67031	-398	1000
gamma	3.81539	-3.33751	-401.604	406.723
gamma	3.37159	-3.22323	-401.48	185.431
gamma	3.77827	-3.19352	-401.108	0
gamma	15.5086	-7.8771	-398	1000
gamma	-11.7378	-7.86857	-399.652	227.087
gamma	-11.6252	-8.68143	-400.572	0
gamma	-323.847	-135.327	-400.575	577.396
gamma	-326.313	-139.034	-398	577.396
gamma	-17.0428	8.49424	-398	1000
gamma	-392.684	74.4757	-398	610.624
gamma	12.9917	3.66717	-401.44	261.698
gamma	13.9027	3.34014	-401.938	0
gamma	-16.7487	-6.26658	-398	1000
gamma	-18.7317	7.88054	-401.805	0
gamma	-9.80146	6.29731	-398	1000
gamma	-2.92047	10.087	-398	1000
gamma	4.93845	12.0655	-398	1000
gamma	17.4217	5.51698	-398	1000
gamma	14.3118	106.732	-398	1000
gamma	-17.2853	4.16991	-398.221	495.519
gamma	-17.7164	4.21185	-398	495.519
gamma	9.8726	-12.2984	-398	1000
gamma	7.35096	5.81686	-398	1000
gamma	219.266	-290.484	-401.878	0
gamma	16.451	4.93304	-398	1000
gamma	2.0414	-8.14576	-400.933	0
gamma	-13.0264	3.43236	-398	1000
gamma	-101.799	-107.381	-398	1000
gamma	3.40305	-6.15496	-398	1000
gamma	14.4562	-5.69461	-398	1000
gamma	11.1484	2.0192	-398	1000
gamma	-9.17879	6.79604	-401.849	0
gamma	-11.1253	7.91981	-401.477	0
gamma	-8.21341	-8.41026	-398	1000
gamma	16.2947	-7.98601	-398	1000
gamma	17.0684	-12.7292	-401.723	0
gamma	-9.40052	-4.12681	-398	1000
gamma	17.5795	-6.62656	-398	1000
gamma	14.6539	13.3044	-398	1000
gamma	12.3717	11.8863	-398.426	0
gamma	7.43306	0.293834	-398	1000
gamma	-5.71036	6.47123	-398.396	560.658
gamma	-6.10735	6.1224	-398	560.658
gamma	7.13468	6.87062	-398	1000
gamma	-15.206	-118.362	-398	1000
gamma	-4.57507	8.47208	-398	1000
gamma	8.92491	1.82207	-398	1000
gamma	-10.4043	12.1973	-401.058	0
gamma	-7.59462	1.99709	-398	1000
gamma	10.4377	3.51169	-401.131	0
gamma	10.4964	3.41513	-401.071	0
gamma	-10.8211	-12.2766	-398	1000
gamma	-0.892264	10.9174	-398.02	0
gamma	2.28934	5.72226	-401.326	849.728
gamma	3.04553	4.43436	-398	849.728
gamma	316.721	-7.54809	-398	772.863
gamma	-144.075	-119.161	-398	835.875
gamma	12.6957	7.25722	-398	1000
gamma	9.95575	-4.16437	-398	1000
gamma	-53.5156	-6.47298	-398	1000
gamma	-14.4566	12.8532	-398	1000
gamma	-6.78279	11.561	-398	1000
gamma	-1.27301	9.25117	-398	1000
gamma	-1.04096	-11.6321	-399.038	0
gamma	-4.63361	-1.30351	-398	1000
gamma	8.05998	-4.02349	-398	1000
gamma	-9.18807	2.94403	-398	1000
gamma	-30.1309	-58.018	-398	929.407
gamma	87.2262	-345.222	-398.384	0
gamma	-0.585191	2.49484	-398	1000
gamma	230.253	-52.7157	-399.173	0
gamma	-7.66058	3.06972	-398	1000
gamma	-7.6661	-8.23816	-398	1000
gamma	140.248	8.70348	-398	914.049
gamma	433.702	180.442	-402	326.563
gamma	18.7894	81.1466	-398	987.945
gamma	5.52869	-5.76995	-399.643	239.649
gamma	6.68844	-7.92496	-401.635	0
gamma	-19.1256	8.82399	-398.258	0
gamma	-15.2223	9.24655	-398.492	938.63
gamma	-15.1398	9.16597	-398	938.63
gamma	-3.69646	1.682	-398	1000
gamma	14.4877	-9.26636	-400.873	211.048
gamma	14.7741	-8.84395	-402	211.048
gamma	14.294	-8.70957	-400.771	0
gamma	7.98845	17.6723	-398	1000
gamma	-0.933905	0.556402	-398	1000
gamma	-708.249	-220.414	-400.083	0
gamma	-9.75662	-6.65191	-400.489	751.618
gamma	-9.78281	-8.35764	-398	751.618
gamma	-55.3225	182.23	-398	835.945
gamma	6.53431	-1.06598	-398	1000
gamma	12.3862	-6.19452	-398	1000
gamma	9.81411	-5.40014	-399.989	0
gamma	2.43161	3.32592	-398	1000
gamma	-17.0242	12.3234	-401.352	557.218
gamma	-14.2364	12.4049	-399.169	0
gamma	99.4777	58.1008	-398	908.184
gamma	-11.9406	-12.8423	-398	1000
gamma	-1.88413	-1.66539	-398	1000
gamma	8.76127	-5.24363	-398	1000
gamma	14.2545	11.1625	-398	1000
gamma	16.8721	2.57296	-398	1000
gamma	-10.4863	-7.52816	-398	1000
gamma	-11.8092	-5.78886	-398	1000
gamma	-20.3863	-61.4122	-398	964.035
gamma	-9.47965	-6.66571	-399.282	648.831
gamma	-9.59631	-6.63562	-399.159	0
gamma	-12.8921	-10.0528	-398	1000
gamma	-379.317	283.913	-401.579	396.7
gamma	-379.5	283.823	-400.273	327.748
gamma	-378.742	283.6	-399.199	246.629
gamma	-377.901	285.346	-398.075	0
gamma	-17.4037	-0.713371	-401.506	300.808
gamma	-19.0679	0.921527	-402	300.808
gamma	-7.02875	-2.43753	-398	1000
gamma	11.7517	3.73255	-398	1000
gamma	2.20686	-1.52315	-398	1000
gamma	-16.2261	5.15346	-398	1000
gamma	16.9267	-12.8202	-398	1000
gamma	3.50443	-9.96158	-398	1000
gamma	-4.33358	0.873675	-398.312	0
gamma	17.2754	-73.0255	-398	992.154
gamma	5.60051	-0.265475	-398	1000
gamma	-11.3243	-8.0703	-400.67	970.515
gamma	-11.005	-8.40541	-398	970.515
gamma	7.82614	1.44453	-398	1000
gamma	-12.3262	0.553934	-398	1000
gamma	6.01981	-5.51041	-400.382	622.361
gamma	5.17115	-4.96745	-399.396	333.939
gamma	3.93249	-6.26121	-398.985	0
gamma	-14.6801	7.49971	-398	1000
gamma	81.5341	-18.3064	-398	934.134
gamma	-12.8265	1.8975	-400.05	206.808
gamma	-12.7967	2.08462	-400.7	0
gamma	-12.4663	1.90062	-398.948	267.439
gamma	-11.1658	1.68267	-398.636	139.627
gamma	-11.7572	1.98532	-399.496	0
gamma	4.4698	-2.21348	-398	1000
gamma	224.582	5.68727	-398	761.608
